,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
56,"Hecha Pa' Mi",Boza,1509935,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
57,"La Tóxica",Farruko,1504280,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
58,"Roses - Imanbek Remix","SAINt JHN",1480995,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
59,Heather,"Conan Gray",1472001,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
60,"TE MUDASTE","Bad Bunny",1452078,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
61,"Fairytale of New York (feat. Kirsty MacColl)","The Pogues",1422141,https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK
62,"Vida de Rico",Camilo,1407351,https://open.spotify.com/track/73nAK3HgQK8dak83Y2WQ8F
63,"champagne problems","Taylor Swift",1386354,https://open.spotify.com/track/0sY6ZUTh4yoctD8VIXz339
64,"Holy (feat. Chance The Rapper)","Justin Bieber",1378077,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy
65,"Life Goes On",BTS,1370254,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
66,BEBÉ,Camilo,1362982,https://open.spotify.com/track/7D7EH7MGyNHWSkqrszerI1
67,"Don't Start Now","Dua Lipa",1347316,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
68,"The Business",Tiësto,1327364,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
69,"Mi Niña",Wisin,1315202,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
70,"Santa Baby","Kylie Minogue",1314843,https://open.spotify.com/track/2SBr3MK1sdMs8IxdRcN6qz
71,"It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","Perry Como",1291551,https://open.spotify.com/track/2pXpURmn6zC5ZYDMms6fwa
72,"Before You Go","Lewis Capaldi",1280903,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
73,"Sweater Weather","The Neighbourhood",1280391,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
74,"La Curiosidad","Jay Wheeler",1277279,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
75,"Se Te Nota (with Guaynaa)","Lele Pons",1269485,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
76,"Santa Claus Is Coming To Town","The Jackson 5",1264895,https://open.spotify.com/track/6a1hzBiTkgqTsDA0Xgfh9z
77,"Una Locura",Ozuna,1262281,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
78,"Blue Christmas","Elvis Presley",1241856,https://open.spotify.com/track/3QiAAp20rPC3dcAtKtMaqQ
79,"Laugh Now Cry Later (feat. Lil Durk)",Drake,1234430,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
80,"Savage Love (Laxed - Siren Beat)","Jawsh 685",1212577,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
81,"Ay, DiOs Mío!","KAROL G",1209280,https://open.spotify.com/track/7x4ASXYEKfQBCewcZhK776
82,Body,"Megan Thee Stallion",1200607,https://open.spotify.com/track/0A1hoCfMLkiAgvhWkkucJa
83,"no body, no crime (feat. HAIM)","Taylor Swift",1198731,https://open.spotify.com/track/6NriykdkRrjQMZo1sfVYUo
84,Jeans,"Justin Quiles",1197709,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW
85,Wonder,"Shawn Mendes",1196297,https://open.spotify.com/track/6ZuahEctZD6w75peme58hm
86,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",1192740,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
87,"The Box","Roddy Ricch",1190819,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
88,Gnat,Eminem,1189467,https://open.spotify.com/track/6cS9PmLky2NhLOhpIsUlow
89,"Run Rudolph Run - Single Version","Chuck Berry",1186894,https://open.spotify.com/track/2pnPe4pJtq7689i5ydzvJJ
90,"Christmas (Baby Please Come Home)","Darlene Love",1185054,https://open.spotify.com/track/47ohYW8e7dxCYn9qbUMBCI
91,"death bed (coffee for your head)",Powfu,1182930,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
92,pov,"Ariana Grande",1182668,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33
93,"Parce (feat. Justin Quiles)",Maluma,1163281,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ
94,"Put Your Records On","Ritt Momney",1158981,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
95,"Step Into Christmas","Elton John",1137513,https://open.spotify.com/track/6sBWmE23q6xQHlnEZ8jYPT
96,"Take You Dancing","Jason Derulo",1134543,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
97,"Paradise (feat. Dermot Kennedy)",MEDUZA,1129494,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
98,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1124847,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
99,"SO DONE","The Kid LAROI",1119969,https://open.spotify.com/track/3qgPpwtuRu5oP8EtFSj8HE
100,"Lucid Dreams","Juice WRLD",1118069,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
101,"Christmas Lights",Coldplay,1117713,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL
102,"Blueberry Faygo","Lil Mosey",1109041,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
103,"Thank God It's Christmas - Non-Album Single",Queen,1107992,https://open.spotify.com/track/2xGO2UjzxeVQSIkyg98vck
104,"Jingle Bell Rock - Daryl's Version","Daryl Hall & John Oates",1104226,https://open.spotify.com/track/6pVW5LRWgeLaHudxauOTJU
105,"lovely (with Khalid)","Billie Eilish",1102023,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
106,Circles,"Post Malone",1099978,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
107,"Breaking Me",Topic,1098652,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
108,Tusa,"KAROL G",1091208,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
109,"‘tis the damn season","Taylor Swift",1087333,https://open.spotify.com/track/4GBkffrtA51p17JH35irGA
110,"Reminds Me Of You","Juice WRLD",1085019,https://open.spotify.com/track/5YSHygGN9D0mID1NsVd5my
111,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,1068112,https://open.spotify.com/track/78SeXVRJ7KCqVmOwTiFjnI
112,"gold rush","Taylor Swift",1064361,https://open.spotify.com/track/5BK0uqwY9DNfZ630STAEaq
113,Goosebumps,HVME,1059542,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
114,"Tattoo - Remix with Camilo","Rauw Alejandro",1058935,https://open.spotify.com/track/4G3PTss3mU33Tau7t4KbwE
115,"Wishing Well","Juice WRLD",1058107,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
116,goosebumps,"Travis Scott",1044059,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
117,Memories,"Maroon 5",1036655,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
118,"Train Wreck","James Arthur",1035687,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
119,Golden,"Harry Styles",1024764,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
120,"GIRL LIKE ME","Black Eyed Peas",1021492,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
121,"Santa's Coming for Us",Sia,1007695,https://open.spotify.com/track/1N1ZpYUJc9fwrqk53FGgWv
122,"Baby, It's Cold Outside (feat. Meghan Trainor)","Brett Eldredge",1006121,https://open.spotify.com/track/5Q2P43CJra0uRAogjHyJDK
123,"Have Yourself A Merry Little Christmas","Sam Smith",1004763,https://open.spotify.com/track/1Qi2wh8fFgDV7tl4Sj3f2K
124,Despeinada,Ozuna,1002200,https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC
125,"Come & Go (with Marshmello)","Juice WRLD",1002193,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
126,"HIGHEST IN THE ROOM","Travis Scott",995863,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
127,"My Only Wish (This Year)","Britney Spears",995282,https://open.spotify.com/track/0YWUHZPJVg4iujddsJDwhM
128,Robbery,"Juice WRLD",995104,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
129,"Adore You","Harry Styles",989106,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
130,"Hawái - Remix",Maluma,988908,https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F
131,Falling,"Trevor Daniel",987998,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
132,Señorita,"Shawn Mendes",983425,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
133,"Like It's Christmas","Jonas Brothers",978234,https://open.spotify.com/track/1OjmlSFuzYflWjSMTCyTJv
134,Sofia,Clairo,957137,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
135,"Godzilla (feat. Juice WRLD)",Eminem,956980,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
136,"bad guy","Billie Eilish",952455,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
137,"Midnight Sky","Miley Cyrus",947620,https://open.spotify.com/track/4i2qxFEVVUi8yOYoxB8TCX
138,"Christmas Without You","Ava Max",946730,https://open.spotify.com/track/1QLZKzC2pjP4ySf4ALrNhm
139,"La Jeepeta - Remix","Nio Garcia",946234,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
140,"Recairei - Ao Vivo","Os Barões Da Pisadinha",946085,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP
141,"Mood Swings (feat. Lil Tjay)","Pop Smoke",940626,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
142,Daisy,Ashnikko,935769,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk
143,"Dreams - 2004 Remaster","Fleetwood Mac",933309,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
144,"Tequila Shots","Kid Cudi",928300,https://open.spotify.com/track/30KctD1WsHKTIYczXjip5a
145,"You Make It Feel Like Christmas (feat. Blake Shelton)","Gwen Stefani",925877,https://open.spotify.com/track/2OQ6a4CfUeYskpTTgyawyJ
146,"Joy To The World","Nat King Cole",923625,https://open.spotify.com/track/1VuAamHM7P3VQQEXYGG3Uu
147,Polvo,"Nicky Jam",920185,https://open.spotify.com/track/68mrW6gXHgupgSiDHgaDi5
148,"Life Is Good (feat. Drake)",Future,917727,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
149,"Carol of the Bells","Mykola Dmytrovych Leontovych",917450,https://open.spotify.com/track/4tHqQMWSqmL6YjXwsqthDI
150,Shallow,"Lady Gaga",914903,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
151,"Stuck with U (with Justin Bieber)","Ariana Grande",912954,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
152,"Santa Baby (with Henri René & His Orchestra)","Eartha Kitt",911015,https://open.spotify.com/track/1foCxQtxBweJtZmdxhEHVO
153,"Si Me Tomo Una Cerveza",Migrantes,908969,https://open.spotify.com/track/3lCbsHaN1wCxyDzcNN2x4N
154,"Christmas (Baby Please Come Home)","Mariah Carey",906627,https://open.spotify.com/track/3PIDciSFdrQxSQSihim3hN
155,"Show Out (with Skepta & Pop Smoke)","Kid Cudi",906074,https://open.spotify.com/track/5CFJRZRq6sdKKtRwNPWbYv
156,"tolerate it","Taylor Swift",895242,https://open.spotify.com/track/0PurA4JVJ8YQgSVopY8fn6
157,"Mi Cuarto","Jerry Di",891433,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
158,"Santa Claus Is Coming to Town","Michael Bublé",889935,https://open.spotify.com/track/5Ber68jZ7ytegr2UISEdb7
159,"All Girls Are The Same","Juice WRLD",885756,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
160,"Rain On Me (with Ariana Grande)","Lady Gaga",883346,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
161,"I Saw Mommy Kissing Santa Claus","The Jackson 5",882712,https://open.spotify.com/track/3lkYS3iMpWMVpaJ0yJAFrJ
162,"Baby It's Cold Outside (duet with Michael Bublé)","Idina Menzel",881783,https://open.spotify.com/track/0Ie5uiv54KgCr7P4sYDTHl
163,"Hello (feat. A Boogie Wit da Hoodie)","Pop Smoke",877193,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
164,"Tú Me Dejaste De Querer","C. Tangana",872270,https://open.spotify.com/track/0XinBYhf1X3kdvKQHOX971
165,"Break My Heart","Dua Lipa",871375,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
166,"At My Worst","Pink Sweat$",870701,https://open.spotify.com/track/2tI4WyzqOOwC23S5m0kqcB
167,"Jocelyn Flores",XXXTENTACION,869880,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
168,Believer,"Imagine Dragons",863864,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
169,"How You Like That",BLACKPINK,862938,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
170,"Deep End",Fousheé,860950,https://open.spotify.com/track/6HlE9t71z9DjGi7KqSyEpA
171,"Toosie Slide",Drake,858088,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
172,"Daddy Issues","The Neighbourhood",857988,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
173,Bandido,"Myke Towers",854569,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
174,ROXANNE,"Arizona Zervas",853809,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
175,"Amor ou o Litrão","Petter Ferraz",834044,https://open.spotify.com/track/7qmnP8Woc47dLSrMD5MxL1
176,"Baby, It's Cold Outside","Dean Martin",833925,https://open.spotify.com/track/4MrfQL4TYQXJBlZYpAHTuE
177,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,832287,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
178,"La Luz",Sech,827685,https://open.spotify.com/track/5zj8WNkBrEzlI5FKeYV4ol
179,"Santa Baby","Ariana Grande",827179,https://open.spotify.com/track/6YJdPrH3i2POzu7hdHIRrb
180,Caramelo,Ozuna,824497,https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo
181,"If the World Was Ending (feat. Julia Michaels)","JP Saxe",822012,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
182,"HACIENDO QUE ME AMAS","Bad Bunny",821701,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4
183,"my ex's best friend (with blackbear)","Machine Gun Kelly",818009,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
184,Dior,"Pop Smoke",817006,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
185,"POPSTAR (feat. Drake)","DJ Khaled",812648,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
186,"SICKO MODE","Travis Scott",809307,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
187,"Say You Won't Let Go","James Arthur",807040,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
188,"Mistletoe And Holly - Remastered 1999","Frank Sinatra",803628,https://open.spotify.com/track/7faDzZnZYqTyYThx2sbHVQ
189,"Do You Hear What I Hear? - Remastered 2006","Bing Crosby",802282,https://open.spotify.com/track/35z5xJpu76nakf65i1BCMl
190,"Ride It",Regard,802107,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
191,"What Christmas Means To Me","Stevie Wonder",799417,https://open.spotify.com/track/3h1EREJfCwyv6cG7CGak5d
192,happiness,"Taylor Swift",798965,https://open.spotify.com/track/73YUReisjb3A9ActdLLjJQ
193,Falling,"Harry Styles",796737,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
194,"everything i wanted","Billie Eilish",796055,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
195,"Bohemian Rhapsody - Remastered 2011",Queen,794671,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
196,"Tyler Herro","Jack Harlow",793800,https://open.spotify.com/track/3w1WjD2zJqjBjDz5fwqQPJ
197,"One More Sleep","Leona Lewis",792993,https://open.spotify.com/track/78pn8k7RogKo2oxl0DyX6d
198,"Little Saint Nick - 1991 Remix","The Beach Boys",787536,https://open.spotify.com/track/5xlS0QkVrSH7ssEbBgBzbM
199,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track","Jack Harlow",787464,https://open.spotify.com/track/0ZLuW8uOXdFNWcI40C0OC2
200,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975","Bruce Springsteen",784454,https://open.spotify.com/track/6s2wpWPFPAgKg2LXxi1Oee
